timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103415847,1311,Request1,200,OK,Thread Group 1-6,text,true,,18135,234,10,10,https://www.google.com/,805,0,0
1667103415847,805,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,805,0,0
1667103416652,506,Request1-1,200,OK,Thread Group 1-6,text,true,,17432,119,10,10,https://www.google.com/,495,0,0
1667103416333,888,Request1,200,OK,Thread Group 1-4,text,true,,18177,234,10,10,https://www.google.com/,373,0,0
1667103416333,373,Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,10,10,https://google.com/,373,0,0
1667103416706,515,Request1-1,200,OK,Thread Group 1-4,text,true,,17474,119,10,10,https://www.google.com/,504,0,0
1667103415849,1672,Request1,200,OK,Thread Group 1-3,text,true,,18194,234,10,10,https://www.google.com/,1160,0,0
1667103415849,1160,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,1160,0,0
1667103417009,512,Request1-1,200,OK,Thread Group 1-3,text,true,,17491,119,10,10,https://www.google.com/,501,0,0
1667103416931,830,Request1,200,OK,Thread Group 1-2,text,true,,18156,234,10,10,https://www.google.com/,346,0,0
1667103416931,346,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,115,10,10,https://google.com/,346,0,0
1667103417277,484,Request1-1,200,OK,Thread Group 1-2,text,true,,17453,119,10,10,https://www.google.com/,482,0,0
1667103416956,823,Request1,200,OK,Thread Group 1-5,text,true,,18214,234,10,10,https://www.google.com/,344,0,0
